smiles,pKa,pKaAcidic_train_test,scaffold
CC(C)(C)NC(=O)c1ccc(Oc2cc(F)c(CC(=O)O)cc2Cl)c(NS(=O)(=O)c2ccc(C3CC3)cc2Cl)c1,3.11,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4893b50>
Cc1cc(Cl)ccc1Cn1nc(C(=O)O)c2ccccc21,3.12,test,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4893c30>
Cc1cccc(Nc2cc(Cl)nc(NCC(=O)O)n2)c1C,3.12,test,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4893ca0>
Cc1ccc(Cn2nc(C(=O)O)c3ccccc32)c(C)c1,3.12,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4893d80>
COC(=O)/C=C/C(=O)O,3.12,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4893df0>
CON=C(C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(C[N+]34CCC(C(N)=O)(CC3)CC4)CSC12)c1nsc(N)n1,3.12,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4893e60>
C[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1C2CCC(CC2)[C@H]1C(=O)O,3.13,test,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4893ed0>
C[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1CCC[C@H]1C(=O)O,3.13,test,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4893f40>
C[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1[C@H](C(=O)O)C[C@@H]2CCC[C@@H]21,3.13,test,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4894040>
Cn1nnnc1SCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)CSC(F)(F)F)[C@H]2SC1,3.13,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48940b0>
CC(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)O,3.13,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4894120>
Cn1nnnc1SCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](O)c3ccccc3)[C@H]2SC1,3.13,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4894190>
C[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1[C@H](C(=O)O)C[C@H]2CCCC[C@@H]21,3.13,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4894200>
C#CCN(Cc1cc2c(O)nc(C)nc2cc1C)c1ccc(C(=O)N[C@@H](CCc2nnn[nH]2)C(=O)O)c(F)c1,3.13,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48942e0>
O=C(/C=C/c1ccc(O)c(O)c1/C=C/c1ccc(O)c(O)c1)O[C@H](Cc1ccc(O)c(O)c1)C(=O)O,3.14,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4894350>
CC[N+](C)(C/C=C/C1=C(C(=O)[O-])N2C(=O)[C@@H](NC(=O)/C(=N\OCF)c3nsc(N)n3)[C@H]2SC1)CC(N)=O,3.14,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48943c0>
O=C(O)CSC(SCC(=O)O)SCC(=O)O,3.15,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48944a0>
CCCCCCCCCCCCCCOc1ccc(C(=O)O)o1,3.15,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4894510>
Nc1nc(N)c2nc(CNc3ccc(C(=O)N[C@@H](CCCNC(=O)c4ccccc4C(=O)O)C(=O)O)cc3)cnc2n1,3.15,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4894580>
COc1cc(F)c(-n2c(=O)[nH]c3csc(C(=O)[O-])c3c2=O)cc1OCc1c(OC)ccc(F)c1F.C[N+](C)(C)CCO,3.15,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4894660>
CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O[C@@H]2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)C=C[C@H]3[C@H]1C5,3.16,test,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48946d0>
O=C(N/N=C/[C@H](O)[C@@H](O)[C@H](O)[C@H](O)C(=O)O)c1ccncc1,3.16,test,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4894740>
CC(=O)Oc1cccc(C(=O)O)c1OC(C)=O,3.16,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48947b0>
O=C(Cc1cccs1)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3nc[nH]n3)CS[C@H]12,3.16,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4894820>
O=C(O)/C=C\c1c[nH]cn1,3.16,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4894890>
Cc1ccc(OC(=O)[C@@H](C(=O)N[C@@H]2C(=O)N3[C@@H]2SC(C)(C)[C@@H]3C(=O)O)c2ccsc2)cc1,3.16,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4894900>
CCCSc1nc(N2CCC[C@@H](CC(=O)O)C2)ccc1C(=O)NC1CCCCC1,3.16,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4894970>
CCN1CCN(C(=O)N[C@@H](C(=O)N[C@]2(OC)C(=O)N3C(C(=O)O)=C(CSc4nnnn4C)CS[C@@H]32)[C@H](C)O)C(=O)C1=O,3.17,test,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48949e0>
NCCCC[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1CCC[C@H]1C(=O)O,3.17,test,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4894a50>
O=C(O)[C@H](CCc1ccccc1)N[C@H]1CCCN2CCC[C@@H](C(=O)O)N2C1=O,3.17,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4894b30>
Cc1cnn(-c2c(Cl)cccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O,3.17,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4894ba0>
COc1ccc(C(=O)Nc2ccc(S(=O)(=O)NC(CC#CCN3CCOCC3)C(=O)O)cc2)cc1,3.17,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4894c10>
O=C(O)CNC(=O)c1c(O)c2ccccc2n(OCC2CC2)c1=O,3.17,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4894c80>
C[C@]1(C(=O)O)CSC(c2ccc(O)cc2O)=N1,3.17,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4894cf0>
Cn1c(CNc2ccc(C(=N)N)cc2)nc2cc(C(=O)N(CCC(=O)O)c3ccccn3)ccc21,3.18,test,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4894dd0>
CO[C@@]1(NC(=O)CSCC#N)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CS[C@@H]21,3.18,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4894e40>
CO[C@@]1(NC(=O)CSCC#N)C(=O)N2C(C(=O)[O-])=C(CSc3nnnn3C)CS[C@@H]21,3.18,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4894eb0>
O=C(/C=C/c1ccc(O)c(O)c1)OC1CC(OC(=O)/C=C/c2ccc(O)c(O)c2)(C(=O)O)CC(O)C1O,3.18,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4894f20>
O=C(O)COc1ccc(C(=O)/C=C/c2ccc(C(=O)O)cc2)cc1,3.18,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4894f90>
CCCn1cc(-n2c(Cl)c(Sc3cccc(C(=O)O)c3F)c3ccc(Cl)c(F)c32)cn1,3.18,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4895000>
O=C(O)COc1ccc2c(-c3ccccc3F)noc2c1Br,3.19,test,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4895070>
Cc1oc(=O)oc1COC(=O)N1CC[C@@H](N2CC/C(=C\C3=C(C(=O)[O-])N4C(=O)[C@@H](NC(=O)/C(=N/O)c5nsc(N)n5)[C@H]4SC3)C2=O)C1,3.19,test,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48950e0>
CCN1CCN(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3C(C(=O)O)=C(CSc4nnnn4C)CS[C@H]23)c2ccc(O)cc2)C(=O)C1=O,3.19,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4895150>
O=C1N[C@H](C(=O)O)CS1,3.19,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48951c0>
COc1ccc(OC(=O)N(CC(=O)O)Cc2ccc(OCCc3nc(-c4ccccc4)oc3C)cc2)cc1,3.19,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4895230>
Cc1cc(=O)c(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3C(C(=O)O)=C(CSc4nnnn4C)CS[C@H]23)c2ccc(O)cc2)c[nH]1,3.19,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48952a0>
CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](NC(=O)Cc3ccc(C4=NCCCN4)cc3)c3ccccc3)C(=O)N2[C@H]1C(=O)O,3.19,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4895310>
CCCC[C@H](N[C@@H](C)C(=O)N1[C@H](C(=O)OCC)C[C@@H]2CCCC[C@@H]21)C(=O)O,3.19,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4895380>
Cn1nnnc1SCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)CS/C=C\C#N)[C@H]2SC1,3.19,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48953f0>
CCN1CCN(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3C(C(=O)[O-])=C(CSc4nnnn4C)CS[C@H]23)c2ccc(O)cc2)C(=O)C1=O,3.19,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4895460>
Cc1cc(O)c(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3C(C(=O)[O-])=C(CSc4nnnn4C)CS[C@H]23)c2ccc(O)cc2)cn1,3.19,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48954d0>
O=C(O)CC(O)C(=O)O,3.2,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4895540>
COc1cc(OC)nc(O[C@H](C(=O)O)C(OC)(c2ccccc2)c2ccccc2)n1,3.2,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48955b0>
COc1ccc(C(=O)NC2(C(=O)O)Cc3ccccc3C2)cc1OCCc1cccc(C)c1,3.2,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4895690>
COCCOCCOCCOc1cccc(C2=N[C@@](C)(C(=O)O)CS2)c1O,3.2,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4895700>
O=C(O)c1cn2c(cnc3ccccc32)n1,3.21,test,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4895770>
N=C(N)c1ccc2nc(-c3cc(CC(=O)N[C@@H](CC(=O)O)C(=O)O)cc(-c4cc(S(N)(=O)=O)ccc4O)c3O)[nH]c2c1,3.21,test,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48957e0>
CCCc1c(OCCCCCOc2cc3c(cc2C(C)=O)CCC(C(=O)O)O3)ccc(C(C)=O)c1O,3.21,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4895850>
CC(Oc1cccc(C(=O)c2ccccc2)c1)C(=O)O,3.21,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48958c0>
O=C(O)CNC(=O)c1ncc(-c2cccc(Cl)c2)cc1O,3.21,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4895930>
C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@H](C(=O)Nc4cccc(C(=O)O)c4)C3)[C@H](C)[C@H]12,3.22,test,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4895a10>
O=C(O)COc1ccc(C(=O)c2cccs2)c(Cl)c1Cl,3.22,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4895a80>
CC(C)c1ccc(NC(=O)CN(CC(=O)O)CC(=O)O)cc1,3.22,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4895af0>
CC(=O)N[C@@H](CSC(=O)c1ccccc1O)C(=O)O,3.22,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4895bd0>
CC(C)=CCOc1ccc(/C=C/C(=O)c2ccc(OCC=C(C)C)cc2OCC(=O)O)cc1,3.22,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4895c40>
C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SC3CN(C4=NCCS4)C3)[C@H](C)[C@H]12,3.22,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4895cb0>
C[C@@H](O)[C@H]1C(=O)N2C(C(=O)[O-])=C(S[C@@H]3CN[C@H](C(=O)Nc4cccc(C(=O)O)c4)C3)[C@H](C)[C@H]12,3.22,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4895d20>
CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccc(O)cc3)C(=O)N2[C@H]1C(=O)O,3.23,test,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4895e00>
COc1ccc(NS(=O)(=O)c2ccc(/N=N/c3ccc(O)c(C(=O)O)c3)cc2)nn1,3.23,test,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4895e70>
O=C(O)c1cc(/N=N/c2ccc(S(=O)(=O)Nc3nccs3)cc2)ccc1O,3.23,test,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4895ee0>
CCCCc1ccc(NC(=O)CN(CC(=O)O)CC(=O)O)cc1,3.23,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4895f50>
NS(=O)(=O)c1ccc(/N=N/c2ccc(O)c(C(=O)O)c2)cc1,3.23,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4895fc0>
Cc1cc(C)nc(NS(=O)(=O)c2ccc(/N=N/c3ccc(O)c(C(=O)O)c3)cc2)n1,3.23,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4896030>
CCCCc1nc(Cl)c(C(=O)O)n1Cc1ccc2oc(-c3ccccc3-c3nnn[nH]3)c(Br)c2c1,3.23,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48960a0>
CC(NC(=O)/C=C\C(=O)O)C(Cc1ccc(Cl)cc1)c1ccc(Cl)cc1,3.23,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48961f0>
CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccc(O)cc3)C(=O)N2[C@H]1C(=O)[O-],3.23,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4896260>
Cc1nc2ccccc2n1CC1CCN(C(=O)/C=C(/c2ccccc2)c2ccc(/N=N/c3ccc(O)c(C(=O)O)c3)cc2)CC1,3.23,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48962d0>
CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)O,3.24,test,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4896340>
O=C[C@H](O)[C@@H](O)[C@H](O)[C@H](O)C(=O)O,3.24,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48963b0>
Cc1c(OC(C)C(=O)O)cccc1C(=O)c1ccc(Cl)cc1,3.24,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4896420>
CCc1cc(C2=C(C(=O)O)N(c3ccccc3C(F)(F)F)S(=O)(=O)c3ccccc32)cc2c1OCO2,3.24,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4896490>
CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)[O-],3.24,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4896500>
O=C[C@H](O)[C@@H](O)[C@H](O)[C@H](O)C(=O)[O-],3.24,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4896570>
C=N[C@@H](C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O)c1ccccc1,3.24,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48965e0>
CCC(=O)NS(=O)(=O)c1ccc(NC(=O)Cc2ccc(Br)c(Oc3cc(Cl)cc(C#N)c3)c2F)c(Cl)c1,3.24,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4896650>
N=C(N)NCCC[C@H](NC(=O)CCC(=O)OC[N+]1(c2cc(=O)c3cccc(-c4ccccc4)c3o2)CCOCC1)C(=O)NCC(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CO)C(=O)[O-],3.24,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48966c0>
Cc1c2c(nn1C)CSCc1cc(n(C)n1)CSc1cc(c3ccccc3c1)OCCCc1c(C(=O)O)n(C)c3c-2c(Cl)ccc13,3.24,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4896730>
Nc1nc2c(c(=O)[nH]1)N1CN(c3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)C[C@H]1CN2,3.24,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48967a0>
Nc1nc(=O)c2c([nH]1)NCC1CN(c3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)CN21,3.24,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4896810>
CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccc(O)cc3)[C@H]2SC1,3.25,test,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48968f0>
COc1ccc2c(c1)c(CC(=O)OCC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,3.25,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48969d0>
CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)C3=CCC=CC3)C(=O)N2[C@H]1C(=O)O,3.25,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4896a40>
CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])cc1,3.25,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4896ab0>
CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccccc3)[C@H]2SC1,3.26,test,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4896b20>
Cn1c(=O)c2c(ncn2CC(=O)O)n(C)c1=O,3.26,test,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4896b90>
COc1ccc(/C(C)=C\C(=O)O)c(OC)c1,3.26,test,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4896c70>
CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3cccc(NS(C)(=O)=O)c3)[C@H]2SC1,3.26,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4896ce0>
COC(C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O)c1ccc(Cl)c(Cl)c1,3.26,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4896d50>
C1CNCCN1.Cn1c(=O)c2c(ncn2CC(=O)O)n(C)c1=O.Cn1c(=O)c2c(ncn2CC(=O)O)n(C)c1=O,3.26,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4896dc0>
C#CCC(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,3.26,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4896e30>
COc1ccc(OC(=O)N(CC(=O)O)[C@@H](C)c2ccc(OCCc3nc(-c4ccccc4)oc3C)cc2)cc1,3.26,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4896ea0>
CC1(C)S[C@@H]2[C@H](NC(=O)C34CC5CC(CC(N)(C5)C3)C4)C(=O)N2[C@H]1C(=O)O,3.26,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4896f10>
CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)C3=CCC=CC3)[C@H]2SC1,3.27,test,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4896f80>
CCC(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,3.27,test,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4896ff0>
COc1ccc2c(c1)c(CC(=O)N[C@@H](CO)C(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,3.27,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4897060>
CCCc1ncc(C(=O)O)s1,3.27,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48970d0>
CS(=O)(=O)c1cccc(C[C@H](NC(=O)c2c(Cl)cc3c(c2Cl)CCN(C(=O)c2ccc4ccoc4c2)C3)C(=O)O)c1,3.27,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4897140>
O=C(O)[C@H](Oc1cccc(C(F)(F)F)c1)c1ccc(Cl)cc1,3.27,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48971b0>
CCCCCCCCCCCC(=O)N[C@@H](C)C(=O)N[C@H](CCC(=O)NC(CCCC(NC(=O)CN)C(N)=O)C(=O)O)C(=O)O,3.27,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4897220>
CS(=O)(=O)c1cccc(C[C@H](NC(=O)c2c(Cl)cc3c(c2Cl)CCN(C(=O)c2ccc4ccoc4c2)C3)C(=O)[O-])c1,3.27,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4897290>
C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@H](C(=O)N(C)C)C3)[C@H](C)[C@H]12,3.28,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4897300>
CC1(C)S[C@@H]2[C@H](NC(=O)C(C(=O)Oc3ccccc3)c3ccccc3)C(=O)N2[C@H]1C(=O)[O-],3.29,test,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4897370>
CC1(C)S[C@@H]2[C@H](NC(=O)C(C(=O)Oc3ccc4c(c3)CCC4)c3ccccc3)C(=O)N2[C@H]1C(=O)O,3.29,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4897450>
Cc1nc2ccc3ccc(CNc4ccc5c(c4)CN([C@@H](CCC(=O)O)C(=O)O)C5=O)cc3c2c(=O)[nH]1,3.3,test,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4897530>
CC1(C)S[C@@H]2[C@H](NC(=O)C(Oc3ccccc3)c3ccccc3)C(=O)N2[C@H]1C(=O)O,3.3,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4897680>
O=C(O)C(=O)c1cn(Cc2ccccc2)c2ccc(-c3ccc(OC(F)(F)F)cc3)cc12,3.3,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4897760>
CCOc1ccc2ccccc2c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O,3.31,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48977d0>
C[C@@H](O)[C@H]1C(=O)N2C(C(=O)[O-])=C(SC3Cn4cnc[n+]4C3)[C@H](C)[C@H]12,3.31,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4897840>
CCOc1ccc2ccccc2c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)[O-],3.31,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48978b0>
NCC(=O)N1C[C@H](NC(=O)c2ccccc2)C[C@H]1C(=O)O,3.32,test,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4897a00>
O=C(O)C1N=C(c2ccccc2)c2cc(Cl)ccc2NC1=O,3.32,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4897a70>
Nc1nc(=O)c2nc(CNc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)cnc2[nH]1,3.32,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4897ae0>
Cc1ccc(S(=O)(=O)C(CC#Cc2ccc(Cl)cc2)C(=O)O)cc1,3.32,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4897b50>
O=C(O)[C@H]1/C(=C/CO)O[C@@H]2CC(=O)N21,3.32,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4897ca0>
O=C(O)[C@H](Cc1ccc(Nc2nccc3ccncc23)cc1)NC1=C(Br)C(=O)C12CCCCC2,3.32,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4897d10>
O=C([O-])[C@H]1/C(=C/CO)O[C@@H]2CC(=O)N21,3.32,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4897df0>
O=C([O-])C1N=C(c2ccccc2)c2cc(Cl)ccc2NC1=O,3.32,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4897ed0>
CC(=O)Oc1ccc(-c2ccc(F)cc2)cc1C(=O)O,3.33,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48980b0>
CC1(C)S[C@@H]2[C@H](N3C(=O)[C@@H](c4ccccc4)NC3(C)C)C(=O)N2[C@H]1C(=O)O,3.33,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4898190>
O=C(/C=C/c1ccc(O)c(O)c1)O[C@@H]1C[C@](O)(C(=O)O)C[C@@H](O)[C@H]1O,3.33,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4898200>
CC1(C)S[C@@H]2[C@H](N3C(=O)[C@@H](c4ccccc4)NC3(C)C)C(=O)N2[C@H]1C(=O)[O-],3.33,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4898270>
CCCCC[C@H](O)c1ccc(N2C(=O)CC[C@@H]2COCc2ccc(C(=O)O)s2)cc1,3.33,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48982e0>
CCc1cc(/C(C)=N/OCc2ccc(C3CCCCC3)c(C(F)(F)F)c2)ccc1CN1CC(C(=O)O)C1,3.33,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4898350>
O=C(N/N=C/c1ccc([N+](=O)[O-])o1)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,3.34,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4898430>
Nc1nc2c(c(=O)[nH]1)C[C@@H](CCc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1)CN2,3.34,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4898510>
NC(CO)(CO)CO.NC(CO)(CO)CO.Nc1nc(=O)c2c(CCc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)c[nH]c2[nH]1,3.34,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4898580>
Nc1nc2[nH]cc(CCc3ccc(C(=O)N[C@H](CCC(=O)O)C(=O)O)cc3)c2c(=O)[nH]1,3.34,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48985f0>
Nc1nc2[nH]cc(CCc3ccc(C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])cc3)c2c(=O)[nH]1,3.34,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4898660>
CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)CSc3ccncc3)[C@H]2SC1,3.35,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48986d0>
