smiles,LogD,scaffold
O=C(NCC12CC3CC(CC(C3)C1)C2)c1cc(OCCCNCCCO)ccc1Cl,1.41,<rdkit.Chem.rdchem.Mol object at 0x7f06b4238dd0>
O=C(NCC12CC3CC(CC(C3)C1)C2)c1cccc(Cl)c1Cl,4.37,<rdkit.Chem.rdchem.Mol object at 0x7f06b4238eb0>
Cc1ccccc1C(=O)NCC12CC3CC(CC(C3)C1)C2,4.28,<rdkit.Chem.rdchem.Mol object at 0x7f06b4238f20>
O=C(NCC12CC3CC(CC(C3)C1)C2)c1ccccc1,4.21,<rdkit.Chem.rdchem.Mol object at 0x7f06b4238f90>
COc1ccccc1C(=O)NCC12CC3CC(CC(C3)C1)C2,4.43,<rdkit.Chem.rdchem.Mol object at 0x7f06b4239000>
CN(C)C[C@H](O)Cc1ccc(Cl)c(C(=O)NCC23CC4CC(CC(C4)C2)C3)c1,2.19,<rdkit.Chem.rdchem.Mol object at 0x7f06b4239070>
Nc1cccc(C(=O)NCC23CC4CC(CC(C4)C2)C3)c1Cl,3.29,<rdkit.Chem.rdchem.Mol object at 0x7f06b42391c0>
O=C(NCC12CC3CC(CC(C3)C1)C2)c1ccccc1Br,4.15,<rdkit.Chem.rdchem.Mol object at 0x7f06b4239230>
O=C(NCC12CC3CC(CC(C3)C1)C2)c1ccccc1Cl,4.05,<rdkit.Chem.rdchem.Mol object at 0x7f06b42392a0>
O=C(O)COc1cccc(C(=O)N2CCC(N3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)CC2)c1,1.09,<rdkit.Chem.rdchem.Mol object at 0x7f06b4239310>
Cc1c(Cl)ccc(OC2CCN(C3CCN(C(=O)c4cccc(S(C)(=O)=O)c4)CC3)CC2)c1Cl,3.33,<rdkit.Chem.rdchem.Mol object at 0x7f06b4239380>
O=C(O)c1ccccc1C(=O)N1CCC(N2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,1.73,<rdkit.Chem.rdchem.Mol object at 0x7f06b42393f0>
O=C(O)CCCS(=O)(=O)c1cccc(C(=O)N2CCC(N3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)CC2)c1,0.66,<rdkit.Chem.rdchem.Mol object at 0x7f06b4239460>
O=C(O)c1cccc(C(=O)N2CCC(N3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)CC2)c1,1.23,<rdkit.Chem.rdchem.Mol object at 0x7f06b42394d0>
CC(C)Cn1c(=O)n(C)c(=O)c2c(C(=O)N3CC[C@@H](O)C3)c(Cc3cccc4ncccc34)sc21,1.98,<rdkit.Chem.rdchem.Mol object at 0x7f06b4239540>
CN(C)c1ccnc2sc(C(=O)NCc3ccccc3)c(N)c12,3.62,<rdkit.Chem.rdchem.Mol object at 0x7f06b4239620>
Cc1cc(C)c2c(N)c(C(=O)NCc3ccccc3)sc2n1,3.41,<rdkit.Chem.rdchem.Mol object at 0x7f06b4239690>
CN(C)c1ncnc2nc[nH]c12,0.95,<rdkit.Chem.rdchem.Mol object at 0x7f06b4239700>
O=C1CN(C(=O)c2ccco2)c2ccccc2N1,1.21,<rdkit.Chem.rdchem.Mol object at 0x7f06b4239770>
Cn1nnc(-c2ccc(-c3ccc(N4C[C@H](COc5ccon5)OC4=O)cc3F)cn2)n1,1.24,<rdkit.Chem.rdchem.Mol object at 0x7f06b42397e0>
CNc1c(Br)cnc2[nH]c(-c3ccc(OCCCN4CCOCC4)cc3)nc12,2.96,<rdkit.Chem.rdchem.Mol object at 0x7f06b4239850>
O=c1[nH]c(-c2ccccc2)nc2cc(Cl)ccc12,3.31,<rdkit.Chem.rdchem.Mol object at 0x7f06b4239930>
COc1c(C#N)cc2ccccc2c1C(=O)N(C)C[C@@H](CCN1CCC(c2ccc(O)cc2[S+](C)[O-])CC1)c1ccc(Cl)c(Cl)c1,3.5,<rdkit.Chem.rdchem.Mol object at 0x7f06b42399a0>
CC(C)C(NC(=O)Cn1c(-c2ccc(F)cc2)ncc(NC(=O)OCc2ccncc2)c1=O)C(=O)C(F)(F)F,2.22,<rdkit.Chem.rdchem.Mol object at 0x7f06b4239a10>
O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12,4.13,<rdkit.Chem.rdchem.Mol object at 0x7f06b4239a80>
Cc1nc(-c2ccccn2)nc(N2CCCC2)c1Cl,3.2,<rdkit.Chem.rdchem.Mol object at 0x7f06b4239af0>
O=C1COc2c(CCNCCN(C(=O)CCNCCc3ccc(Cl)c(Cl)c3)C3CCCCC3)ccc(O)c2N1,2.23,<rdkit.Chem.rdchem.Mol object at 0x7f06b4239b60>
O=C(CC12CC3CC(CC(C3)C1)C2)Nc1cccc2nc(NCCNCCO)ccc12,1.79,<rdkit.Chem.rdchem.Mol object at 0x7f06b4239bd0>
O=C(CC12CC3CC(CC(C3)C1)C2)Nc1cccc2ncccc12,3.83,<rdkit.Chem.rdchem.Mol object at 0x7f06b4239c40>
Cc1ccc2nc(CCNCCCO)ccc2c1NC(=O)CC12CC3CC(CC(C3)C1)C2,1.18,<rdkit.Chem.rdchem.Mol object at 0x7f06b4239cb0>
CCc1cc(OCc2ccc(-c3ccccc3-c3nn[nH]n3)cc2)c2c(n1)CCCC2,1.7,<rdkit.Chem.rdchem.Mol object at 0x7f06b4239d20>
CN[C@@H](C)C(=O)N[C@H](C(=O)N[C@H]1CCN(C(=O)Cc2ccccc2)C1)C1CCCCC1,0.81,<rdkit.Chem.rdchem.Mol object at 0x7f06b4239d90>
O=C(Nc1ccc(F)cc1)c1cccnc1Oc1ccccc1,3.19,<rdkit.Chem.rdchem.Mol object at 0x7f06b4239e00>
COc1ccc2nc(C)cc(N3CC(CNC(=O)C4CC4)OC3=O)c2c1,1.55,<rdkit.Chem.rdchem.Mol object at 0x7f06b4239e70>
COc1ccc(OC)c(-c2cccc3c(N)c(C(=O)NC4(C)CCC4)nnc23)c1,4.48,<rdkit.Chem.rdchem.Mol object at 0x7f06b4239ee0>
CC(C)(CCCCCOCCc1ccccc1)NCCc1ccc(O)c2nc(O)sc12,2.92,<rdkit.Chem.rdchem.Mol object at 0x7f06b4239f50>
Oc1nc2c(O)ccc(CCNCCCCCCOCCc3ccccc3)c2s1,2.21,<rdkit.Chem.rdchem.Mol object at 0x7f06b4239fc0>
CN(C)C(=O)C(CCN1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1,3.47,<rdkit.Chem.rdchem.Mol object at 0x7f06b423a030>
c1ccc(-c2cc(NCCCCNc3cc(-c4ccccc4)nc4ccccc34)c3ccccc3n2)cc1,3.65,<rdkit.Chem.rdchem.Mol object at 0x7f06b423a110>
C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)cc3OC)ncc2Cl)c1,3.9,<rdkit.Chem.rdchem.Mol object at 0x7f06b423a180>
CCN(CC)CCOCCOC(=O)C1(c2ccccc2)CCCC1,1.33,<rdkit.Chem.rdchem.Mol object at 0x7f06b423a1f0>
CCN(CC)CCOC(=O)C1(c2ccccc2)CCCC1,2.3,<rdkit.Chem.rdchem.Mol object at 0x7f06b423a260>
NC1CCN(c2nccc(C(=O)NCC34CC5CC(CC(C5)C3)C4)c2Cl)CC1,1.19,<rdkit.Chem.rdchem.Mol object at 0x7f06b423a2d0>
CS(=O)(=O)N1CCN(Cc2cc3nc(-c4cccc5[nH]ncc45)nc(N4CCOCC4)c3s2)CC1,3.3,<rdkit.Chem.rdchem.Mol object at 0x7f06b423a340>
COc1cc(C(=O)NS(=O)(=O)c2ccccc2)ccc1Cn1ccc2ccc(C(=O)NCC3CCCC3)cc21,1.93,<rdkit.Chem.rdchem.Mol object at 0x7f06b423a3b0>
Cc1sc(N2CCN(C)CC2)nc1CCOc1ccc(C[C@H](Nc2ccccc2C(=O)c2ccccc2)C(=O)O)cc1,2.58,<rdkit.Chem.rdchem.Mol object at 0x7f06b423a420>
Cc1cc(CN2Cc3ccccc3C2C(=O)Nc2cc(Cl)ccc2Cl)ccc1OCC(=O)O,2.19,<rdkit.Chem.rdchem.Mol object at 0x7f06b423a490>
Cc1cc(CN2Cc3ccccc3C2C(=O)Nc2ccc(Cl)cc2Cl)ccc1OCC(=O)O,2.62,<rdkit.Chem.rdchem.Mol object at 0x7f06b423a500>
Cc1cc(CN2Cc3ccccc3C2C(=O)Nc2ccc(Cl)cc2)ccc1OCC(=O)O,1.38,<rdkit.Chem.rdchem.Mol object at 0x7f06b423a570>
NC1(c2ccc(-c3ncc4ccccc4c3-c3ccccc3)cc2)CCC1,3.6,<rdkit.Chem.rdchem.Mol object at 0x7f06b423a650>
Cc1cc(O)nc(-n2nc(C)c(Oc3ccccc3O)c2C)n1,1.4,<rdkit.Chem.rdchem.Mol object at 0x7f06b423a6c0>
N#Cc1c(-c2ccccc2)nc(SCCc2ccccc2)[nH]c1=O,1.71,<rdkit.Chem.rdchem.Mol object at 0x7f06b423a730>
O=c1cc(O)oc2c1c(=O)n(-c1ccccc1)c1ccccc21,0.96,<rdkit.Chem.rdchem.Mol object at 0x7f06b423a7a0>
COc1cc(OC)c2nc(C)c3c(c2c1)N(c1ccc(O)cc1)CC3,1.5,<rdkit.Chem.rdchem.Mol object at 0x7f06b423a880>
Nc1nccc(-n2ccc3ccccc32)n1,2.71,<rdkit.Chem.rdchem.Mol object at 0x7f06b423a8f0>
O=S(=O)(NCCNc1ncccn1)c1cccc2cnccc12,0.61,<rdkit.Chem.rdchem.Mol object at 0x7f06b423a960>
Cc1nn(-c2ccc(F)cc2)c(NS(=O)(=O)c2cccnc2)c1C(=O)N[C@@H](C)C(C)(C)C,0.4,<rdkit.Chem.rdchem.Mol object at 0x7f06b423a9d0>
CC(C)[N+](C)(CCOC(=O)C1c2ccccc2Oc2ccccc21)C(C)C,0.2,<rdkit.Chem.rdchem.Mol object at 0x7f06b423aa40>
Cn1c(Nc2ccc(C(F)(F)F)cc2)nc2cc(Oc3ccnc(-c4ncc(C(F)(F)F)[nH]4)c3)ccc21,3.45,<rdkit.Chem.rdchem.Mol object at 0x7f06b423ab20>
O=c1cc(N2CCOCC2)nc2c3ccccc3ccn12,2.78,<rdkit.Chem.rdchem.Mol object at 0x7f06b423ab90>
CC1(C)NC(=O)N(c2ccc([N+](=O)[O-])c(C(F)(F)F)c2)C1=O,1.74,<rdkit.Chem.rdchem.Mol object at 0x7f06b423ac00>
COc1ccc(C=NN=Cc2ccc(OC)c(OC)c2)cc1OC,3.38,<rdkit.Chem.rdchem.Mol object at 0x7f06b423ac70>
CC[S+]([O-])c1ncccc1C1(O)CCN(CC23CC(c4ccccc42)c2ccccc23)CC1,2.0,<rdkit.Chem.rdchem.Mol object at 0x7f06b423ace0>
COc1c(N2CCO[C@@H](CN(C)C)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,-0.62,<rdkit.Chem.rdchem.Mol object at 0x7f06b423ad50>
Clc1cccc(-c2cnc3ccc(NC4CCOCC4)nn23)c1,4.3,<rdkit.Chem.rdchem.Mol object at 0x7f06b423aea0>
CCC(c1nc2ccsc2c(=O)n1Cc1ccccc1)N(CC1CCNCC1)C(=O)c1ccc(C)cc1,1.33,<rdkit.Chem.rdchem.Mol object at 0x7f06b423af10>
CN[C@@H](C)C(=O)N[C@H](C(=O)N1CC[C@H]2CCN(CCc3ccccc3)C[C@H]21)C1CCCCC1,2.47,<rdkit.Chem.rdchem.Mol object at 0x7f06b423af80>
CCCCC(CC)CNC(=O)c1cc(-n2ncc(=O)[nH]c2=O)ccc1Cl,2.41,<rdkit.Chem.rdchem.Mol object at 0x7f06b423aff0>
CS(=O)(=O)c1cccc(Nc2nccc(Nc3cccc4ocnc34)n2)c1,2.9,<rdkit.Chem.rdchem.Mol object at 0x7f06b423b060>
CC(C)Cn1c(=O)n(C)c(=O)c2c(C(=O)N3CC[C@@H](O)C3)c(Cc3c[nH]c4ncccc34)sc21,1.71,<rdkit.Chem.rdchem.Mol object at 0x7f06b423b0d0>
OCC(CO)Nc1nc(SCc2cccc(F)c2F)nc2nc(NC3CC3)sc12,3.11,<rdkit.Chem.rdchem.Mol object at 0x7f06b423b140>
C[C@H](CO)Nc1nc(SCc2cccc(F)c2F)nc2nc(NC3CC3)sc12,4.37,<rdkit.Chem.rdchem.Mol object at 0x7f06b423b1b0>
CC(C)CC(N(C)C)C1(c2ccc(Cl)cc2)CCC1,3.6,<rdkit.Chem.rdchem.Mol object at 0x7f06b423b290>
CNCc1ccc(-c2[nH]c3cc(F)cc4c3c2CCNC4=O)cc1,1.17,<rdkit.Chem.rdchem.Mol object at 0x7f06b423b300>
COc1cccc2c1c(NS(=O)(=O)c1ccc(Cl)s1)nn2Cc1cccc(CNC(=O)C(C)(C)O)c1,2.09,<rdkit.Chem.rdchem.Mol object at 0x7f06b423b370>
CC(C)Oc1ccc(S(C)(=O)=O)cc1C(=O)N1CCN(c2ccc(C(F)(F)F)cc2)CC1,3.33,<rdkit.Chem.rdchem.Mol object at 0x7f06b423b3e0>
COc1cc2ncnc(Nc3ccc(OCc4ccccn4)c(C)c3)c2cc1OC,3.6,<rdkit.Chem.rdchem.Mol object at 0x7f06b423b4c0>
C[C@@H](Oc1cccc2ncnc(Nc3ccc(OCc4ccccn4)c(Cl)c3)c12)C(=O)N(C)CCO,3.56,<rdkit.Chem.rdchem.Mol object at 0x7f06b423b530>
C[C@@H](Oc1cccc2ncnc(Nc3ccc(OCc4ccccn4)c(Cl)c3)c12)C(=O)N(C)C,3.67,<rdkit.Chem.rdchem.Mol object at 0x7f06b423b5a0>
CCC(c1nc2ccsc2c(=O)n1Cc1ccccc1)N(CCCN)C(=O)c1ccc(C)nc1,2.56,<rdkit.Chem.rdchem.Mol object at 0x7f06b423b610>
Nc1[nH]ncc1S(=O)(=O)c1ccccc1,1.1,<rdkit.Chem.rdchem.Mol object at 0x7f06b423b680>
N#CC1(NC(=O)[C@@H]2CCCC[C@H]2C(=O)N2CCc3[nH]c4ncccc4c3C2)CC1,2.13,<rdkit.Chem.rdchem.Mol object at 0x7f06b423b6f0>
Cc1ccc(-c2ccc(S(=O)(=O)N3CCC[C@H]3C(=O)N3CC[C@@H](N)C3)cc2F)o1,1.2,<rdkit.Chem.rdchem.Mol object at 0x7f06b423b7d0>
Cc1cc(C)c2c(n1)sc1c(N3CCN(C)CC3)ncnc12,3.2,<rdkit.Chem.rdchem.Mol object at 0x7f06b423b840>
O=C(Nc1cccc(O)c1)c1ccc(OCCCN2CCCC2)cc1OCc1ccccn1,1.78,<rdkit.Chem.rdchem.Mol object at 0x7f06b423b8b0>
COc1cc2c(Nc3cnc(NC(=O)c4ccccc4)nc3)ncnc2cc1OCCCN1CCOCC1,2.7,<rdkit.Chem.rdchem.Mol object at 0x7f06b423b920>
O=C(CCCc1ccncc1)N1CCN(c2ccc(Cl)cc2Cl)CC1,3.93,<rdkit.Chem.rdchem.Mol object at 0x7f06b423b990>
Cc1ccc(OC(=O)N2CCN3CCC2CC3)cc1,1.02,<rdkit.Chem.rdchem.Mol object at 0x7f06b423ba00>
O=C(Oc1ccc(Br)cc1)N1CCN2CCC1CC2,1.58,<rdkit.Chem.rdchem.Mol object at 0x7f06b423ba70>
Cc1cc(=O)oc2cc3c(cc12)CCCN3,2.7,<rdkit.Chem.rdchem.Mol object at 0x7f06b423bae0>
CCn1cc(NC(=O)Cc2ccc(Oc3ccnc4ccc(F)cc34)cc2OC)cn1,3.88,<rdkit.Chem.rdchem.Mol object at 0x7f06b423bb50>
COc1ccc2c(Oc3ccc(CC(=O)Nc4cn(C)nc4C)c(OC)c3)ccnc2c1,3.5,<rdkit.Chem.rdchem.Mol object at 0x7f06b423bbc0>
CCn1cc(NC(=O)Cc2ccc(Oc3ccnc4cc(OC)c(OC)cc34)cc2OC)cn1,3.42,<rdkit.Chem.rdchem.Mol object at 0x7f06b423bca0>
COc1ncc(C)cc1-c1cccc2c(N)c(C(=O)NC3CC3)nnc12,3.4,<rdkit.Chem.rdchem.Mol object at 0x7f06b423bd10>
COc1ccc(-c2c(F)ccc3c(N)c(C(=O)NC4CC4)nnc23)c(OC)n1,3.37,<rdkit.Chem.rdchem.Mol object at 0x7f06b423bd80>
O=C(Nc1ccc(Nc2ccc(NC(=O)c3ccccc3)c3c2C(=O)c2ccccc2C3=O)c2c1C(=O)c1ccccc1C2=O)c1ccccc1,2.63,<rdkit.Chem.rdchem.Mol object at 0x7f06b423bdf0>
COC(=O)C1C(OC(=O)c2ccccc2)CC2CCC1N2C,1.06,<rdkit.Chem.rdchem.Mol object at 0x7f06b423be60>
CC(C)COc1cc(OC(C)C)cc(C(=O)Nc2ccc(C(=O)O)cn2)c1,1.6,<rdkit.Chem.rdchem.Mol object at 0x7f06b423c040>
CC(O)(C(=O)Nc1ccc(S(=O)(=O)c2ccc(O)cc2)cc1)C(F)(F)F,2.78,<rdkit.Chem.rdchem.Mol object at 0x7f06b423c120>
Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1,0.88,<rdkit.Chem.rdchem.Mol object at 0x7f06b423c190>
CC(O)(C(=O)Nc1ccc(S(=O)(=O)c2ccc(F)cc2)cc1)C(F)(F)F,3.12,<rdkit.Chem.rdchem.Mol object at 0x7f06b423c270>
C[C@H]1CN(Cc2cc(Cl)ccc2OCC(=O)O)CCN1C(=O)Cc1ccc(Cl)cc1,1.21,<rdkit.Chem.rdchem.Mol object at 0x7f06b423c2e0>
C[C@H](Oc1ccc(Cl)cc1CN1CCN(C(=O)Cc2ccc(Cl)cc2)[C@@H](C)C1)C(=O)O,1.66,<rdkit.Chem.rdchem.Mol object at 0x7f06b423c350>
C[C@@H]1CN(Cc2cc(Cl)ccc2OCC(=O)O)C[C@H](C)N1C(=O)Cc1ccccc1,0.7,<rdkit.Chem.rdchem.Mol object at 0x7f06b423c3c0>
C[C@H]1CN(Cc2cc(Cl)ccc2OCC(=O)O)CCN1C(=O)Cc1cccc(Cl)c1,0.78,<rdkit.Chem.rdchem.Mol object at 0x7f06b423c430>
C[C@H]1CN(Cc2cc(Cl)ccc2CCC(=O)O)CCN1C(=O)Cc1ccccc1,1.52,<rdkit.Chem.rdchem.Mol object at 0x7f06b423c4a0>
C[C@H]1CN(Cc2cc(Cl)ccc2CC(=O)O)CCN1C(=O)Cc1ccc(Cl)cc1,1.66,<rdkit.Chem.rdchem.Mol object at 0x7f06b423c510>
C[C@H]1CN(Cc2cc(Cl)ccc2OCC(=O)O)CCN1C(=O)Cc1ccccc1Cl,1.1,<rdkit.Chem.rdchem.Mol object at 0x7f06b423c580>
O=C(CC1CCCCCC1)Nc1cccc2c(=O)n([C@H]3CCNC3)ccc12,1.15,<rdkit.Chem.rdchem.Mol object at 0x7f06b423c660>
CN1CCN2c3ncccc3Cc3ccccc3C2C1,2.82,<rdkit.Chem.rdchem.Mol object at 0x7f06b423c7b0>
Nc1cc(C(=O)Nc2cccc(-c3nnn[nH]3)c2)cc(C(F)(F)F)c1,0.2,<rdkit.Chem.rdchem.Mol object at 0x7f06b423c890>
c1ccc([C@H]2CN3CCSC3=N2)cc1,0.81,<rdkit.Chem.rdchem.Mol object at 0x7f06b423c970>
O=S(=O)(c1ccccc1-c1ccc(CNC2CCOCC2)cc1)N1CCCC1,1.4,<rdkit.Chem.rdchem.Mol object at 0x7f06b423ca50>
C[C@@](O)(C(=O)Nc1ccc(C(=O)N2CCCCC2)cc1Cl)C(F)(F)F,2.62,<rdkit.Chem.rdchem.Mol object at 0x7f06b423cac0>
O=C(Nc1ccc(N2CCOCC2)nc1)c1nnc(Nc2cccc(F)c2)o1,3.2,<rdkit.Chem.rdchem.Mol object at 0x7f06b423cb30>
O=C(Nc1ccc(N2CCOCC2)nc1)c1nnc(Nc2ccccc2)o1,2.9,<rdkit.Chem.rdchem.Mol object at 0x7f06b423cba0>
O=C(Nc1ccc(N2CCOCC2)nc1)c1nnc(Nc2ccc(F)cc2)o1,3.0,<rdkit.Chem.rdchem.Mol object at 0x7f06b423cc10>
COc1cccc(Nc2nnc(C(=O)Nc3ccc(N4CCOCC4)nc3)o2)c1,2.8,<rdkit.Chem.rdchem.Mol object at 0x7f06b423ccf0>
Cc1cccc(Nc2nnc(C(=O)Nc3ccc(N4CCOCC4)nc3)o2)c1,3.42,<rdkit.Chem.rdchem.Mol object at 0x7f06b423cd60>
O=C(Nc1ccc(N2CCOCC2)nc1)c1nnc(Nc2ccc(F)c(F)c2)o1,2.9,<rdkit.Chem.rdchem.Mol object at 0x7f06b423cdd0>
CCOc1noc2cc(OCCC3CCN(c4ccc(C)nn4)CC3)ccc12,4.23,<rdkit.Chem.rdchem.Mol object at 0x7f06b423ce40>
Cc1cccc(Nc2ccncc2S(=O)(=O)NC(=O)NC(C)C)c1,0.3,<rdkit.Chem.rdchem.Mol object at 0x7f06b423ceb0>
CCCNC(=O)CSc1ccc(S(=O)(=O)N2CCCC2)cn1,1.55,<rdkit.Chem.rdchem.Mol object at 0x7f06b423cf90>
CN(C)c1cccc2c(S(=O)(=O)Nc3cnccn3)cccc12,0.9,<rdkit.Chem.rdchem.Mol object at 0x7f06b423d000>
COc1nc(Br)cnc1NS(=O)(=O)c1cccc2c(N(C)C)cccc12,1.9,<rdkit.Chem.rdchem.Mol object at 0x7f06b423d070>
COc1nc(Cl)cnc1NS(=O)(=O)c1cccc2c(N(C)C)cccc12,1.74,<rdkit.Chem.rdchem.Mol object at 0x7f06b423d0e0>
O=c1c2cnn(-c3ccccc3)c2nc(-c2ccco2)n1-c1ccccc1,3.29,<rdkit.Chem.rdchem.Mol object at 0x7f06b423d150>
C[C@@H]1CN(c2c(F)c(N)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)C[C@H](C)N1,-0.15,<rdkit.Chem.rdchem.Mol object at 0x7f06b423d1c0>
O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,-0.96,<rdkit.Chem.rdchem.Mol object at 0x7f06b423d230>
COc1c(N2CCNC(C)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,-0.82,<rdkit.Chem.rdchem.Mol object at 0x7f06b423d310>
CCN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)C1CCN(CC[C@@H](c2cc(Cl)cc(Cl)c2)C2CCN(S(C)(=O)=O)CC2)CC1,2.6,<rdkit.Chem.rdchem.Mol object at 0x7f06b423d3f0>
CCN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)C1CCN(CC[C@@H](c2cccc(C(F)(F)F)c2)C2CCN(S(C)(=O)=O)CC2)CC1,1.9,<rdkit.Chem.rdchem.Mol object at 0x7f06b423d460>
CCN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)C1CCN(CC[C@@H](c2cccc(F)c2)C2CCN(S(C)(=O)=O)CC2)CC1,1.44,<rdkit.Chem.rdchem.Mol object at 0x7f06b423d540>
CCN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)C1CCN(CCC(c2ccccc2)C2CCN(S(=O)(=O)CC)CC2)CC1,1.63,<rdkit.Chem.rdchem.Mol object at 0x7f06b423d5b0>
CCN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)C1CCN(CC[C@@H](c2ccccc2)C2CCN(S(C)(=O)=O)CC2)CC1,1.05,<rdkit.Chem.rdchem.Mol object at 0x7f06b423d620>
CCN(CC)C(=O)N[C@H]1C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1,2.73,<rdkit.Chem.rdchem.Mol object at 0x7f06b423d770>
CC(O)C(C)OC(=O)[C@@H]1CC2c3cccc4c3c(cn4C(C)C)CC2N(C)C1,2.8,<rdkit.Chem.rdchem.Mol object at 0x7f06b423d7e0>
CCNC(=O)c1cc2c(-n3ccc(C(F)(F)F)n3)c(-c3cncc(C(N)=O)c3)cnc2[nH]1,1.81,<rdkit.Chem.rdchem.Mol object at 0x7f06b423d930>
CCNC(=O)c1cc2c(-n3ccc(C(F)(F)F)n3)c(-c3cncc(C#N)c3)cnc2[nH]1,2.62,<rdkit.Chem.rdchem.Mol object at 0x7f06b423d9a0>
CC(C)NC(=O)c1cc2c(-n3ccc(C(F)(F)F)n3)c(-c3cncc(C(=O)O)c3)cnc2[nH]1,-0.62,<rdkit.Chem.rdchem.Mol object at 0x7f06b423da10>
CCNC(=O)c1cc2c(-n3nc(C(F)(F)F)cc3C)c(-c3cncc(C(=O)O)c3)cnc2[nH]1,-0.88,<rdkit.Chem.rdchem.Mol object at 0x7f06b423daf0>
CNc1c(Br)cnc2[nH]c(-c3ccnc(N)c3)nc12,2.83,<rdkit.Chem.rdchem.Mol object at 0x7f06b423db60>
O=C(c1csc2c1CCCC2)N1CCCCC1,3.2,<rdkit.Chem.rdchem.Mol object at 0x7f06b423dbd0>
O=S(=O)(Cc1cc(N2CCOCC2)nc(-c2ccccn2)n1)c1ccc(F)cc1,1.59,<rdkit.Chem.rdchem.Mol object at 0x7f06b423dc40>
O=S(=O)(Cc1cc(N2CCOCC2)nc(-c2ccccn2)n1)c1ccccc1,1.34,<rdkit.Chem.rdchem.Mol object at 0x7f06b423dcb0>
CCOc1ccc(-c2cnc3n2CCC3)cc1,2.65,<rdkit.Chem.rdchem.Mol object at 0x7f06b423dd20>
COc1ccc(NC(=O)c2nnc(Nc3ccccc3F)o2)cn1,3.2,<rdkit.Chem.rdchem.Mol object at 0x7f06b423de00>
O=C(NCC(=O)N(CCO)c1ccccc1)c1cc2cc(Cl)ccc2[nH]1,3.37,<rdkit.Chem.rdchem.Mol object at 0x7f06b423de70>
O=C(O)CCc1ccc(OCc2cccc(Oc3ccccc3)c2)cc1,2.47,<rdkit.Chem.rdchem.Mol object at 0x7f06b423dee0>
CC[C@H](NC(=O)c1c([S+](C)[O-])c(-c2cccs2)nc2ccccc12)c1ccccc1,3.56,<rdkit.Chem.rdchem.Mol object at 0x7f06b423df50>
CC(C)(C)OC(=O)c1ncn2c1[C@@H]1CCCN1C(=O)c1c(Br)cccc1-2,2.48,<rdkit.Chem.rdchem.Mol object at 0x7f06b423dfc0>
CCN(CCO)CCCC(C)Nc1ccnc2cc(Cl)ccc12,0.77,<rdkit.Chem.rdchem.Mol object at 0x7f06b423e0a0>
CCN(CC)CCCNCc1cc(Cl)c2cccnc2c1O,0.72,<rdkit.Chem.rdchem.Mol object at 0x7f06b423e110>
c1ccc2ncccc2c1,2.09,<rdkit.Chem.rdchem.Mol object at 0x7f06b423e180>
Nc1ccc2ncccc2c1,1.33,<rdkit.Chem.rdchem.Mol object at 0x7f06b423e340>
N#Cc1ccc2cccc(O)c2n1,1.81,<rdkit.Chem.rdchem.Mol object at 0x7f06b423e3b0>
Oc1ccnc2ccccc12,0.8,<rdkit.Chem.rdchem.Mol object at 0x7f06b423e420>
O=C(O)c1ccc2cccc(O)c2n1,3.3,<rdkit.Chem.rdchem.Mol object at 0x7f06b423e490>
CCOC(=O)c1cnc2c(N)cccc2c1O,0.9,<rdkit.Chem.rdchem.Mol object at 0x7f06b423e500>
Oc1c(I)cc(I)c2cccnc12,2.19,<rdkit.Chem.rdchem.Mol object at 0x7f06b423e570>
NS(=O)(=O)c1ccc(CCNc2ccc3nnc(-c4ccccc4)n3n2)cc1,2.19,<rdkit.Chem.rdchem.Mol object at 0x7f06b423e650>
N#Cc1c(-c2ccc(-c3ccccc3C(F)(F)F)cc2)nc2ccncc2c1O,3.3,<rdkit.Chem.rdchem.Mol object at 0x7f06b423e7a0>
CCc1ccccc1-c1ccc(-c2nc3ccncc3c(O)c2C#N)cc1,3.5,<rdkit.Chem.rdchem.Mol object at 0x7f06b423e880>
N#Cc1c(-c2ccc(-c3ccccc3OC(F)(F)F)cc2)nc2ccncc2c1O,3.45,<rdkit.Chem.rdchem.Mol object at 0x7f06b423e8f0>
