smiles,pKb,pKaBasic_train_test,scaffold
CC(Oc1ccc2[nH]nc(/C=C/c3cnn(CCO)c3)c2c1)c1c(Cl)cncc1Cl,2.31,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd950aa40>
Cc1cc(-c2ncnn2C)c2cccc(OCc3c(Cl)cc(F)cc3[C@H](C)NC(=O)COC(F)F)c2n1,2.31,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd950aab0>
C[C@H](C#N)Nc1cc(-c2ccc3cc(C#N)cnn23)ncc1C(=O)NC[C@@H](F)C(C)(C)O,2.31,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd950ab20>
Nc1ccc(C(=O)Oc2ccccc2)c(O)c1,2.32,test,<rdkit.Chem.rdchem.Mol object at 0x7fcdd950ab90>
C[C@@H](c1nc(-c2ccc(C#N)cc2)cs1)[C@@](O)(Cn1cncn1)c1cc(F)ccc1F,2.32,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd950ace0>
CC(=O)N[C@@H]1CCC[C@H](C(=O)Nc2cc(-c3cnn4c3CC(C)(C)C4)c(Cl)cn2)C1,2.32,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd950ad50>
CCOC(=O)c1cc(-c2ccccc2)nc2ccc(C)cc12,2.33,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd950aea0>
CC1=C(C(=O)OCCN(Cc2ccccc2)c2ccccc2)C(c2cccc([N+](=O)[O-])c2)C(P2(=O)OCC(C)(C)CO2)=C(C)N1,2.33,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd950af10>
COc1ccc(C(=O)N2CCCC2=O)cn1,2.33,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd950af80>
CCN1Cc2c(ccc(F)c2C#N)O[C@@H](C)CNC(=O)c2c(N)nn3ccc1nc23,2.34,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd950b0d0>
C[n+]1c2cc(N)ccc2cc2ccc(N)cc21,2.35,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd950b140>
COc1ccc2c(O[C@@H]3C[C@H]4C(=O)N[C@]5(C(=O)O)C[C@H]5/C=C\CCCCC[C@H](NC(=O)OC5CCCC5)C(=O)N4C3)cc(-c3csc(NC(C)C)n3)nc2c1,2.36,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd950b290>
C=CC[N+]([O-])(CC=C)c1nc(N)nc(N)n1,2.37,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd950b300>
C[C@@H](c1nc(-c2ccc(C#N)cc2)cs1)[C@@](Cn1cncn1)(OCOP(=O)(O)O)c1ccc(F)cc1F,2.37,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd950b370>
CCc1nc(-c2cccc(C)c2)c(-c2ccnc(NC(=O)c3ccccc3)c2)s1,2.37,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd950b3e0>
CC(O)c1cc(C(=O)N[C@@H](C)Cn2ccc(-c3ccc(C#N)c(Cl)c3)n2)n[nH]1,2.37,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd950b450>
Cn1cc(S(=O)(=O)N2CCC3=Cc4c(cnn4-c4ccc(F)cc4)C[C@]3(C(=O)c3cc(C(F)(F)F)ccn3)C2)cn1,2.37,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd950b4c0>
CC(C)(C)c1ccc(Oc2ccc(N)cn2)cc1,2.38,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd950b610>
Cc1cc(-c2ccc(/N=N/c3c(S(=O)(=O)[O-])cc4cc(S(=O)(=O)[O-])cc(N)c4c3O)c(C)c2)ccc1/N=N/c1c(S(=O)(=O)[O-])cc2cc(S(=O)(=O)[O-])cc(N)c2c1O,2.38,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd950b680>
Cn1ncc(S(=O)(=O)N2CC[C@H]3Cc4c(cnn4-c4ccc(F)cc4)C[C@]3(C(=O)c3cc(C(F)(F)F)ccn3)C2)n1,2.38,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd950b6f0>
CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CO[C@H]2OCC[C@H]21)S(=O)(=O)c1ccc(N)cc1,2.39,test,<rdkit.Chem.rdchem.Mol object at 0x7fcdd950b760>
CCc1cc2c(s1)N(C)C(=O)CN=C2c1ccccc1Cl,2.39,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd950b7d0>
Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1,2.39,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd950b840>
CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CCOC1)S(=O)(=O)c1ccc(N)cc1,2.39,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd950b8b0>
CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CO[C@H]2OCC[C@H]21)S(=O)(=O)c1ccc(N)cc1.CCO,2.39,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd950b920>
Nc1nc(=O)c2ncn([C@@H]3O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@@H]3O)c2[nH]1,2.39,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd950b990>
O=C(Nc1c(Cl)cncc1Cl)c1ccc(OC(F)F)c(OCC2CC2)c1,2.4,test,<rdkit.Chem.rdchem.Mol object at 0x7fcdd950ba00>
COc1ccc(C(=O)Nc2c(Cl)cncc2Cl)cc1OC1CCCC1,2.4,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd950ba70>
O=C(Cn1c(Cl)cnc(NCC(F)(F)c2ccccn2)c1=O)NCc1ncccc1F,2.4,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd950bae0>
CS(=O)(=O)Nc1ccc2oc3c(OC(F)F)ccc(C(=O)Nc4c(Cl)cncc4Cl)c3c2c1,2.4,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd950bb50>
CC(C)c1cccc(C(C)C)c1NC(=O)CN(CC(=O)O)CC(=O)O,2.41,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd950bbc0>
Nc1nc(=O)c2ncn([C@H]3C=C[C@@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)C3)c2[nH]1,2.41,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd950bc30>
Nc1ccc(S(=O)(=O)N2CC3CCC(CC3)C2)cc1,2.42,test,<rdkit.Chem.rdchem.Mol object at 0x7fcdd950bca0>
CNC(=O)OCc1cccc(COC(=O)NC)n1,2.42,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd950bd10>
COc1cc(C(=O)OCc2cccc(COC(=O)c3cc(OC)c(OC)c(OC)c3)n2)cc(OC)c1OC,2.42,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd950bd80>
CN(C)c1cccc(F)c1C(=O)NC(=O)Nc1ccc(Cl)cc1,2.43,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd950be60>
COCc1c(C(=O)OC(C)C)ncc2[nH]c3cccc(Oc4ccc(Cl)cc4)c3c12,2.43,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd950bed0>
COC(=O)N[C@H](C(=O)NCCCC[C@@H](CO)N(CC(C)C)S(=O)(=O)c1ccc(N)cc1)C(c1ccccc1)c1ccccc1,2.43,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd950bf40>
C#CCN(Cc1cc2c(O)nc(C)nc2cc1C)c1ccc(C(=O)N[C@@H](CCc2nnn[nH]2)C(=O)O)c(F)c1,2.43,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd950c0b0>
Nc1ccc(S(=O)(=O)Nc2ccnn2-c2ccccc2)cc1,2.44,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd950c120>
CCCn1c(=O)c2[nH]c(C34CC5CC(CC3C5)C4)nc2n(CCC)c1=O,2.44,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd950c190>
CCC(CC)(CC(=O)Nc1cccc(/C=C/c2nc(C3CCC3)cs2)c1)C(=O)O,2.44,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd950c200>
O=C1c2c(c3c4ccc(O)cc4n([C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)c3c3[nH]c4cc(O)ccc4c23)C(=O)N1NC(CO)CO,2.44,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd950c270>
Cc1cc(OCCCS(C)(=O)=O)cc(C)c1-c1cccc(COc2cc3c(cn2)[C@H]2[C@@H](C3)[C@@H]2C(=O)O)c1,2.44,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd950c2e0>
CC(C)CN(C[C@@H](OP(=O)(O)O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CCOC1)S(=O)(=O)c1ccc(N)cc1,2.45,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd950c3c0>
CC[C@H](Nc1cc(C)nc2c(-c3ccc(OC)cc3C)c(C)nn12)c1nc(C)no1,2.45,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd950c430>
CC(C)CN(C[C@@H](OP(=O)([O-])[O-])[C@H](Cc1ccccc1)NC(=O)O[C@H]1CCOC1)S(=O)(=O)c1ccc(N)cc1,2.45,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd950c4a0>
CCc1c(CC)c2cc3nc(cnc4cc(OCCOCCOCCOC)c(OCCOCCOCCOC)cc4ncc4nc(cc1[nH]2)C(CCCO)=C4C)C(C)=C3CCCO,2.45,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd950c510>
Cc1ccn(-c2ccc(C(=O)N3CC[C@@](C)(C(=O)N[C@@H](C)CO)Cc4ccccc43)c(C)c2)n1,2.47,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd950c660>
Cc1ccccc1-n1c(CF)nc2ccc(N)cc2c1=O,2.48,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd950c6d0>
Cn1cnc([N+](=O)[O-])c1Sc1ncnc2[nH]cnc12,2.48,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd950c740>
CC(C)c1ccc(NC(=O)CN(CC(=O)O)CC(=O)O)cc1,2.49,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd950c7b0>
Nc1ncc(/C=C/c2ccc([N+](=O)[O-])o2)nn1,2.49,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd950c890>
CCCCc1ccc(NC(=O)CN(CC(=O)O)CC(=O)O)cc1,2.5,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd950c9e0>
C#CCN(c1nc(-c2cc(C)c(OC)cc2Cl)c(C)s1)[C@@H](CC1CC1)c1ccc(C)c(F)c1,2.52,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd950cba0>
CC[C@@H]1[C@H](F)C(=O)N[C@@H]1COc1nccc2cc(C(N)=O)c(OC)cc12,2.52,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd950cc10>
Cc1ccc2oc(N[C@@H](CC3CCCCC3)c3ccccn3)nc2c1,2.53,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd950cc80>
Cc1cc(N2C(=O)NC(=O)C2(C)C)cc(C)c1CCS(=O)(=O)N1CCC2(CC1)N=C(c1ccc(OC(F)(F)F)cc1)NC2=O,2.53,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd950ccf0>
CCCCc1ccc(C(N)=O)nc1,2.54,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd950cd60>
CCc1cccc(CC)c1NC(=O)CN(CC(=O)O)CC(=O)O,2.54,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd950cdd0>
CCn1cnc2c(-c3ccc(F)c(-c4ccc(S(=O)(=O)CC)cc4OC)c3)cnnc21,2.54,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd950ce40>
Cc1[nH]nc(C(=O)Nc2cnc3[nH]c(-c4ccccc4)cc3c2)c1C,2.55,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd950ceb0>
COC[C@]1(OC)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(/C=N/O)cc3)C[C@@]21C,2.56,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd950cf20>
Cn1c(=O)c(Oc2ccc(F)cc2F)cc2cnc(NC3CCOCC3)nc21,2.56,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd950cf90>
Cn1c(=O)c(Oc2ccc(F)cc2F)cc2cnc(NC(CCO)CCO)nc21,2.56,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd950d000>
O=P(O)(O)OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F,2.57,test,<rdkit.Chem.rdchem.Mol object at 0x7fcdd950d070>
O=C(O)[C@H]1C2CCC(CC2)[C@@H]1Nc1nc(-c2c[nH]c3ncc(F)cc23)ncc1F,2.57,test,<rdkit.Chem.rdchem.Mol object at 0x7fcdd950d0e0>
CCCn1c(=O)c2nc([C@H]3C[C@H]4C[C@@H]3[C@@H]3O[C@H]43)[nH]c2n(CCC)c1=O,2.57,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd950d150>
CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC/C(=N\O)[C@](C)(CCCO)[C@H]3CC[C@]12C,2.58,test,<rdkit.Chem.rdchem.Mol object at 0x7fcdd950d1c0>
C=CC(=O)N1CC[C@H](n2nc(C#Cc3cc(OC)cc(OC)c3)c3c(N)ncnc32)C1,2.58,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd950d2a0>
Cc1cnc(-c2ccnc(C(C)(C)O)n2)cc1-n1c(C)cc(OCc2ncc(F)cc2F)c(Cl)c1=O,2.58,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd950d310>
Fc1ccccc1C1=NCC(=S)N(CC(F)(F)F)c2ccc(Cl)cc21,2.59,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd950d380>
CCOP(=S)(Oc1cccc2cccnc12)c1ccccc1,2.59,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd950d3f0>
Cc1n[nH]c2c1N(c1ccccc1)C(=O)CC(=O)N2C,2.6,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd950d540>
CCc1nncn1C1CCCCC1,2.6,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd950d5b0>
Cc1nc(COc2ccc(C[C@H](NC(=O)O[C@H]3CO[C@H]4OCC[C@H]43)[C@H](O)CN(CC(C)C)S(=O)(=O)c3ccc4c(c3)OCO4)cc2)cs1,2.6,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd950d620>
O=C(Oc1cccc2cccnc12)c1ccccc1,2.61,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd950d690>
CN1C(=N)N(c2ccc(Cl)cc2)CC1=O,2.61,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd950d700>
CCOC(=O)NC(=N)c1ccc(OCc2cccc(COc3ccc(C(C)(C)c4ccc(O)cc4)cc3)c2)cc1,2.62,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd950d770>
CC[C@]1(C)C[C@@H](OC(=O)CSc2nnc(N)[nH]2)[C@]2(C)[C@H](C)CC[C@]3(CCC(=O)[C@H]32)[C@@H](C)[C@@H]1O,2.62,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd950d7e0>
CC(C)OC(=O)CNc1cccc(CN(Cc2ccc(-n3cccn3)cc2)S(=O)(=O)c2cccnc2)n1,2.62,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd950d850>
C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1C[C@@H]2CN1C(=O)[C@H](C1CCCC1)NC(=O)O[C@@H]1CCC[C@H]1CCCCCn1c(nc3cc(OC)ccc3c1=O)O2)C(=O)NS(=O)(=O)C1(C)CC1,2.62,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd950d8c0>
C[C@@]1(O)CCC[C@H]1n1c(=O)c(C(F)F)cc2cnc(NC3CCN(S(C)(=O)=O)CC3)nc21,2.62,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd950d930>
CC1=C/C(=N/OCC(=O)O)c2ccccc2C1=O,2.63,test,<rdkit.Chem.rdchem.Mol object at 0x7fcdd950d9a0>
CCCCCCc1cc(S(C)(=N)=O)cc2c(=O)c3cc(C(=O)O)ccc3oc12,2.63,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd950da10>
CSc1nsc(Sc2nc3c(Cl)c(Cl)cc(Cl)c3[nH]2)n1,2.63,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd950da80>
CC(C)Cn1c2ccc(Nc3ncccn3)cc2c2c3c(c4c(c21)CCc1nn(C)cc1-4)C(=O)NC3,2.63,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd950daf0>
Cc1cnc(C(=O)N[C@H]2CCCCC/C=C\[C@@H]3C[C@@]3(C(=O)NS(=O)(=O)C3CC3)NC(=O)[C@@H]3C[C@@H](Oc4nc5ccccc5c5ccccc45)CN3C2=O)cn1,2.64,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd950db60>
C[C@@H]1CCC[C@H](n2cnc(-c3cc(Cl)ccc3-n3cc(Cl)nn3)cc2=O)c2cc(ccn2)-c2c(cnn2C(F)F)NC1=O,2.64,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd950dbd0>
O=C1CN=C(c2ccccn2)c2cc(Br)ccc2N1,2.65,test,<rdkit.Chem.rdchem.Mol object at 0x7fcdd950dc40>
O=C1CN=C(c2ccccc2)c2cc([N+](=O)[O-])ccc2N1,2.65,test,<rdkit.Chem.rdchem.Mol object at 0x7fcdd950dcb0>
Clc1ccccc1-c1nc(-c2ccncc2)no1,2.65,test,<rdkit.Chem.rdchem.Mol object at 0x7fcdd950dd20>
CCCc1c(Cn2ccnc2-c2ncccc2F)ncn2nc(C)nc12,2.65,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd950dd90>
Nc1nc(N)c2c(-c3ccccc3)nc(N)nc2n1,2.66,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd950de00>
COc1ccc(OC)c(Cc2cnc3nc(N)nc(N)c3c2C)c1.O=S(=O)(O)CCO,2.66,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd950de70>
COc1ccc(OC)c(Cc2cnc3nc(N)nc(N)c3c2C)c1,2.66,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd950dee0>
CNc1nc(C)c(-c2nc(Nc3cccc(S(N)(=O)=O)c3)ncc2F)s1,2.66,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd950df50>
CC1(C)C(/C=C\C=C\C=C\C=C2/N(CCCCS(=O)(=O)O)c3ccc4ccccc4c3C2(C)C)=[N+](CCCCS(=O)(=O)[O-])c2ccc3ccccc3c21,2.66,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd950dfc0>
Cc1cc(-c2ccccc2)c(C(=O)C(=O)Nc2ccc(N3CCN(c4ncc(F)cn4)CC3)cc2)n1C,2.66,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd950e030>
C[C@@H]1COCCN1c1cc(-c2ccnn2C)c2ccnc(-c3ccn[nH]3)c2n1,2.66,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd950e0a0>
CCN(C(=O)c1cnc(N2CC(C)(C)NC2=O)nc1N)c1cccc(C(F)(F)F)c1,2.68,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd950e110>
CNC(=O)c1c(-c2ccc(F)cc2)oc2cc(N(C)S(C)(=O)=O)c(-c3ccc4c(n3)-c3cc5c(F)cccc5n3CO4)cc12,2.68,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd950e180>
Nc1ccc(C(=O)[O-])cc1,2.69,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd950e2d0>
Nc1ccc(C(=O)OCC(O)CO)cc1,2.69,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd950e340>
CC1(C)CN(c2ncc(C(=O)Nc3cccc(C(F)(F)F)c3)c(N)n2)C(=O)N1,2.69,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd950e3b0>
CCCCNc1cc(C(=O)O)cc(S(N)(=O)=O)c1Oc1ccccc1,2.7,test,<rdkit.Chem.rdchem.Mol object at 0x7fcdd950e420>
Cc1cccc(C)c1NC(=O)CN(CC(=O)O)CC(=O)O,2.7,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd950e490>
CCC(CC)C(c1ccc(Nc2nc3ccccc3s2)cc1)n1cncn1,2.7,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd950e500>
O=C1CN2CCOC2(c2ccccc2Cl)c2cc(Cl)ccc2N1,2.71,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd950e570>
Cc1nc(C)c(N(C)C)nc1C,2.71,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd950e5e0>
Cc1cc(NC(=O)C(=O)c2cc(Cc3ccc(C#N)cc3)n3ccccc23)sn1,2.71,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd950e650>
COc1cc(Nc2ncc(F)c(Nc3ccc4c(n3)N(COP(=O)(O)O)C(=O)C(C)(C)O4)n2)cc(OC)c1OC,2.71,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd950e6c0>
COc1cc(Nc2ncc(F)c(Nc3ccc4c(n3)N(COP(=O)([O-])[O-])C(=O)C(C)(C)O4)n2)cc(OC)c1OC,2.71,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd950e730>
O=C1N[C@H](c2cncc(C#Cc3ccccc3)c2)[C@@H](c2ccccc2Cl)O1,2.71,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd950e7a0>
CN1C(=O)CN=C(c2ccccc2)c2cc([N+](=O)[O-])ccc21,2.72,test,<rdkit.Chem.rdchem.Mol object at 0x7fcdd950e810>
COCN1C(=O)CN=C(c2ccccc2)c2cc([N+](=O)[O-])ccc21,2.72,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd950e8f0>
C/C(=C\c1csc(C)n1)[C@@H]1C[C@@H]2O[C@]2(C)CCC[C@H](C)[C@H](O)[C@@H](C)C(=O)C(C)(C)[C@@H](O)CC(=O)N1,2.73,test,<rdkit.Chem.rdchem.Mol object at 0x7fcdd950e9d0>
O=C(O)c1ccc(Nc2ncc3c(n2)-c2ccc(Cl)cc2C(c2c(F)cccc2F)=NC3)cc1,2.73,test,<rdkit.Chem.rdchem.Mol object at 0x7fcdd950ea40>
C/C1=C/C[C@@H](/C(C)=C/c2csc(C)n2)OC(=O)C[C@H](O)C(C)(C)C(=O)[C@H](C)[C@@H](O)[C@@H](C)CCC1,2.73,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd950eab0>
CC[C@H](NC(=O)c1c(O)c(-c2ccccc2)nc2ccccc12)c1ccccc1,2.73,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd950eb20>
C/C1=C/C[C@@H](/C(C)=C/c2csc(C)n2)OC(=O)C[C@H](O)C(C)(C)C(=O)[C@H](C)[C@@H](O)[C@@H](C)/C=C/C1,2.73,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd950eb90>
Cc1cc2c(CCc3sc(-c4ccc(C(F)(F)F)cc4)nc3C(C)C)noc2cc1OCC(=O)O,2.73,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd950ec00>
CCCCc1nc(C)c(CC(=S)N(C)C)c(=O)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,2.73,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd950ec70>
C/C(=C\c1csc(C)n1)[C@@H]1C[C@@H]2O[C@]2(C)CCC[C@H](C)[C@H](O)[C@H](C)C(=O)C(C)(C)[C@@H](O)CC(=O)O1,2.73,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd950ed50>
C[C@@H](O)[C@@H](C)Oc1nc(Nc2ccc(S(=N)(=O)C3CC3)cc2)ncc1C(F)(F)F,2.74,test,<rdkit.Chem.rdchem.Mol object at 0x7fcdd950edc0>
C(=C/c1cccs1)\c1cc[nH]n1,2.74,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd950ee30>
O=C1NOCC1/N=C/c1ccc(/C=N/C2CONC2=O)cc1,2.75,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd950ef10>
CCN(CC)c1nc2c(s1)c1c(O)c3c(O)c(C)c4c(c32)C(=O)[C@@](C)(O/C=C/[C@H](OC)[C@@H](C)[C@@H](OC(C)=O)[C@H](C)[C@H](O)[C@H](C)[C@@H](O)[C@@H](C)/C=C/C=C(/C)C(=O)N1)O4,2.75,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd950ef80>
CC#CC(=O)N1CC[C@@H](n2cc(-c3ccc(Oc4c(F)cccc4F)cc3)c3c(N)n[nH]c(=O)c32)C1,2.75,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd950eff0>
CCCCOC(=O)c1ccc(N)cc1,2.76,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd950f060>
COc1ccc(-c2nc(C(F)(F)F)[nH]c2-c2ccc(OC)cc2)cc1,2.76,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd950f0d0>
CCCCOC(=O)c1ccc(N)cc1.CCCCOC(=O)c1ccc(N)cc1.O=[N+]([O-])c1cc([N+](=O)[O-])c(O)c([N+](=O)[O-])c1,2.76,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd950f140>
NC(=O)c1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c1O,2.77,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd950f1b0>
O=C(N/N=C/[C@H](O)[C@@H](O)[C@H](O)[C@H](O)C(=O)O)c1ccncc1,2.77,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd950f220>
NC(=O)c1ncn([C@@H]2O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]2O)c1O,2.78,test,<rdkit.Chem.rdchem.Mol object at 0x7fcdd950f290>
CCc1ccc(C(=O)COc2ccc(CC3SC(=O)NC3=O)cc2)nc1,2.78,test,<rdkit.Chem.rdchem.Mol object at 0x7fcdd950f300>
CCOC(=O)c1ccc(N)cc1,2.78,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd950f370>
Nc1cc(N)c(/N=N/c2ccc(S(N)(=O)=O)cc2)c(C(=O)O)c1,2.78,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd950f3e0>
Nc1nc(N)c2nc(CNc3ccc(C(=O)N[C@@H](CCCNC(=O)c4ccccc4C(=O)O)C(=O)O)cc3)cnc2n1,2.78,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd950f450>
COc1cc(OC)c2c(=O)[nH]c(-c3cc(C)c(OCCO)c(C)c3)nc2c1,2.78,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd950f530>
Cc1nc(C)c2c(n1)N(Cc1ccc(-c3ccccc3-c3nnn[nH]3)cc1)C(=O)CC2,2.79,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd950f5a0>
O=C(O)C1(Cc2cccc(Nc3nccs3)n2)CCC(Oc2cccc(Cl)c2F)CC1,2.79,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd950f610>
CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,2.8,test,<rdkit.Chem.rdchem.Mol object at 0x7fcdd950f680>
